Status,Disbursement,Date of Disbursement,YEAR of Disbursement,Contract,Gender,Repeat SME,"Last Study
Date","Date of creation 
of the Health SME",Average Age of the SME (years),"Specialty of the 
Medical Equipment",SPECIALTY GROUP,Brand,Model,Year,Serial Number, Equipment Value ($ Mexican Pesos) , Equipment Value (€ Euro) ,"Number of 
Consultations per Day","Number of 
Consultations per Month",Income per Consultation (MXN),Patients (BACKBONE),Pacientes (Monthly Consultations times 6?),Number of Surgeries or Treatments per Month,Income per Surgeries or Treatments (MXN),Number of Childbirths per Month,CLINIC SIZE BACKBONE,Clinic Size,% of Patients with Middle-Low to Low Income,"Number of Beds 
 Ambulatory or for Hospitalization",Number of Doctors,Non Medical Staff,Total Staff,Attends Patients with Health Insurance,Location of the Health SME,ZIP CODE,REGION (BACKBONE),Country,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,Alt_Address_1,Alt_Address_2,geometry,index_right,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVEGEO,AMBITO,POBTOT,VIVTOT,PEA,P_12YMAS,PDER_SS,VPH_C_SERV,PRO_OCUP_C,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_PC,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,Clave de entidad,Entidad federativa,clave_municipio,Municipio,Pobreza_Porcentaje_2020,Pobreza_extrema_Porcentaje2020,Carencia_acceso_seguridad_social_Porcentaje2020,Carencia_acceso_alimentación_Porcentaje2020,Rezago_educativo_Porcentaje2020,tasa_empleo,NSE_score,NSE,precio_promedio
Active,déc.-24,31/12/2024,2024,AP3641-002,Enterprise,Yes,-,1/1/2019,"6,00",Physiotherapy,Cardiology & Related,BTL,SIS,2024,09900B008927," $ 830 149,82 "," $ 38 010,52 ",28,560," $ 700,00 ",  1 680 ,1680,-, - ,,Small,Small,85%,0,2,4,6,No,Urban,28010,West-Bajio,Mexico,Colima,Colima,Colima,"Colima, Colima, Mexico",,https://www.facebook.com/julioperaltaelcubano/?locale=es_LA,,," MANUEL ACUÑA 251, Colima, Colima, Mexico",19.2461521,-103.7118189,"COLIMA, COLIMA, MEXICO","COLIMA, MEXICO",POINT (-103.7118189 19.2461521),5819,06,002,0001,0341,0600200010341,Urbana,2333,1102,1211.0,2031.0,1828.0,778.0,0.79,727.0,585.0,394.0,395.0,367.0,525.0,384.0,182.0,97.0,6.0,Colima,2.0,Colima,24.9614263359,2.2264932963,44.1106257615,17.1684029121,12.6127452766,0.5962580009847366,9.445238208193626,Medio,
Paid Off,déc.-24,31/12/2024,2024,AP3644-001,Man,No,-,1/1/1988,"37,02",Imagenology,Radiology & Imaging,General Electric,Vivid IQ Standard,2024,6217430WX0," $ 707 600,00 "," $ 32 399,27 ",75,1500," $ 620,00 ",  4 500 ,4500,80," $ 80,00 ",,Small,Small,45%,4,5,9,14,Yes,Urban,22010,NorthWest,Mexico,Baja California,Tijuana,Tijuana,"Tijuana, Baja California, Mexico",https://www.doctoralia.com.mx/mario-zuniga-ceballos/cardiologo/tijuana,https://www.facebook.com/unidadmedicacardiologica/,https://www.drzunigacardiologo.com/,,"JOSE CLEMENTE OROZCO 10122, Tijuana, Baja California, Mexico",32.5241022,-117.0135892,"TIJUANA, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-117.0135892 32.5241022),1576,02,004,0001,3357,0200400013357,Urbana,342,154,225.0,315.0,232.0,151.0,0.64,145.0,106.0,117.0,104.0,108.0,121.0,79.0,78.0,30.0,2.0,Baja California,4.0,Tijuana,23.7023626651,1.8559351458,45.6075332604,13.5549648934,13.7805702203,0.7142857142857143,25.46872221468218,Alto,
Active,juin-24,30/6/2024,2024,AP3646-001,Man,No,0,1/1/2018,"7,002739726",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,VERSANA ACTIVE,2024,6311717WX0," $ 348 000,00 "," $ 15 934,07 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,60%,0,1,3,4,No,Urban,72420,Center,Mexico,Puebla,Puebla,Puebla (Heroica Puebla),"Puebla, Puebla, Mexico",,,https://www.doctoralia.com.mx/clinicas/clinica-de-especialidades-gineco-oncologicas,,"AV 27 PONIENTE 913, Puebla, Puebla, Mexico",19.039709,-98.2148001,"PUEBLA, PUEBLA, MEXICO","PUEBLA, MEXICO",POINT (-98.2148001 19.039709),43781,21,114,0001,0588,2111400010588,Urbana,2186,1156,1128.0,1998.0,1567.0,797.0,0.61,775.0,604.0,578.0,327.0,581.0,636.0,411.0,350.0,125.0,21.0,Puebla,114.0,Puebla,41.4239910487,5.4187532202,52.0242747501,20.1656143799,10.6625264472,0.5645645645645646,9.841230138121022,Medio,
Active,juin-24,30/6/2024,2024,AP3651-001,Man,No,0,3/12/2018,"6,082191781",Odontology,Odontology,CLV,Medit i700,2024,AZ2207100821," $ 240 000,00 "," $ 10 989,01 ",16,320," $ 570,00 ",  960 ,960,32," $ 9 000,00 ",,Micro,Micro,20%,0,1,3,4,No,Urban,31203,NorthWest,Mexico,Chihuahua,Chihuahua,Chihuahua,"Chihuahua, Chihuahua, Mexico",https://www.instagram.com/andrescurra.od/?hl=es,https://www.facebook.com/andycurra,https://www.linkedin.com/in/andres-eduardo-curra-chan-16123a42/?originalSubdomain=mx,,"Pedro de Arizaga 2105, Chihuahua, Chihuahua, Mexico",28.6440638,-106.0954241,"CHIHUAHUA, CHIHUAHUA, MEXICO","CHIHUAHUA, MEXICO",POINT (-106.0954241 28.6440638),10431,08,019,0001,3179,0801900013179,Urbana,1282,604,707.0,1204.0,1100.0,550.0,0.43,531.0,488.0,476.0,494.0,429.0,482.0,382.0,289.0,110.0,8.0,Chihuahua,19.0,Chihuahua,15.6764975048,0.8743032438,33.7247391036,10.1136919602,6.1221445852,0.5872093023255814,29.78098643743334,Alto,
Active,juin-24,30/6/2024,2024,AP3658-001,Enterprise,No,0,1/1/2018,"7,002739726",Imagenology,Radiology & Imaging,General Electric,SIGNA HDxt 15T 16x,2024,R610," $ 3 480 000,00 "," $ 159 340,66 ",102,2040," $ 620,00 ",  6 120 ,6120,96," $ 7 000,00 ",,Medium,Medium,30%,0,6,12,18,Yes,Urban,97000,South,Mexico,Yucatán,Mérida,Mérida,"Mérida, Yucatán, Mexico",https://www.instagram.com/siys_mx/?hl=es,https://www.facebook.com/SIYSMX/?locale=es_LA,https://www.siysmedicalmx.com/,,"CALLE 60 NUM 329B, Mérida, Yucatán, Mexico",20.9670759,-89.6237402,"MÉRIDA, YUCATÁN, MEXICO","YUCATÁN, MEXICO",POINT (-89.6237402 20.9670759),61773,31,050,0001,0506,3105000010506,Urbana,529,509,268.0,466.0,401.0,190.0,0.6,183.0,131.0,111.0,71.0,106.0,131.0,90.0,40.0,8.0,31.0,Yucatán,50.0,Mérida,25.6538747128,2.9287592693,41.7638587759,18.9745116512,11.9713315276,0.575107296137339,-0.9456461674853464,Bajo-Medio,
Active,sept.-24,30/9/2024,2024,AP3669-001,Enterprise,No,-,26/2/2020,"4,85",Imagenology,Radiology & Imaging,PHILIPS,INGENUITY,2024,310228," $ 9 135 000,00 "," $ 418 269,23 ",68,1360," $ 620,00 ",  4 080 ,4080,64," $ 64,00 ",,Small,Small,30%,0,4,8,12,Yes,Urban,22010,NorthWest,Mexico,Baja California,Tijuana,Tijuana,"Tijuana, Baja California, Mexico",,https://www.facebook.com/alphadiagnosticimg/,https://labs.doctoralia.com.mx/clinica/alpha-diagnostic-imaging-center/tijuana,,"DAVID ALFARO SIQUEIROS 2795, Tijuana, Baja California, Mexico",32.5226389,-117.0114044,"TIJUANA, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-117.0114044 32.5226389),1551,02,004,0001,3380,0200400013380,Urbana,1510,640,895.0,1360.0,1085.0,561.0,0.64,561.0,498.0,434.0,479.0,429.0,513.0,299.0,292.0,152.0,2.0,Baja California,4.0,Tijuana,23.7023626651,1.8559351458,45.6075332604,13.5549648934,13.7805702203,0.6580882352941176,24.493540996199037,Alto,
Active,sept.-24,30/9/2024,2024,AP3678-001,Man,No,0,1/1/2013,"12,00547945",Imagenology,Radiology & Imaging,GE,VIVID IQ PREMIUM,2024,6217080WX0," $ 1 078 800,00 "," $ 49 395,60 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,35%,0,1,4,5,No,Urban,64000,NorthEast,Mexico,Nuevo León,Monterrey,Monterrey,"Monterrey, Nuevo León, Mexico",https://www.instagram.com/medsforpets/?hl=es,https://es-la.facebook.com/m4p.mty/photos/centro-mtyave-venustiano-carranza-429-nteentre-mm-de-llano-y-s-tapiacol-centro-d/546203902120589/,https://medsforpets.mx/,,"AV VENUSTIANO CARRANZA NORTE 429, Monterrey, Nuevo León, Mexico",25.6802019,-100.315258,"MONTERREY, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.315258 25.6802019),38801,19,039,0001,1506,1903900011506,Urbana,218,105,124.0,203.0,161.0,59.0,0.73,61.0,54.0,54.0,37.0,49.0,61.0,41.0,26.0,17.0,19.0,Nuevo León,39.0,Monterrey,19.2234808152,1.7653326618,41.9833891638,11.9565698913,10.1070453321,0.6108374384236454,13.058997373680752,Medio-Alto,966.6666666666666
Active,juin-24,30/6/2024,2024,AP3683-001,Man,No,0,1/1/2015,"10,00547945",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,LOGIQ E R8,2024,6325935WX0," $ 475 600,00 "," $ 21 776,56 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,50%,0,1,2,3,No,Urban,20010,NorthEast,Mexico,Aguascalientes,Aguascalientes,Aguascalientes,"Aguascalientes, Aguascalientes, Mexico",,https://www.facebook.com/profile.php?id=100063589393213,https://www.doctoralia.com.mx/juan-ulises-villanueva-valdivia/ortopedista-traumatologo/aguascalientes,,"RIO BRAVO 308, Aguascalientes, Aguascalientes, Mexico",22.2319029,-102.2534539,"AGUASCALIENTES, AGUASCALIENTES, MEXICO","AGUASCALIENTES, MEXICO",POINT (-102.2534539 22.2319029),493,01,009,0025,0176,0100900250176,Urbana,2156,617,948.0,1598.0,1704.0,509.0,1.02,447.0,420.0,219.0,221.0,137.0,217.0,134.0,21.0,37.0,1.0,Aguascalientes,9.0,Tepezalá,37.6474724377,3.1497610207,59.4000383223,21.878359902,20.2975252362,0.5932415519399249,4.344411507996472,Medio-Bajo,
Active,juin-24,30/6/2024,2024,AP3700-001,Man,Yes - Include,0,11/12/2013,"11,0630137",Odontology,Odontology,SIRONA ,OMNICAM AF,2024,"2283, 243752, 509027"," $ 1 299 900,00 "," $ 59 519,23 ",16,320," $ 570,00 ",  960 ,960,32," $ 9 000,00 ",,Micro,Micro,40%,0,1,2,3,No,Urban,3100,Center,Mexico,Ciudad de México,Benito Juárez,Ciudad de México,"Benito Juárez, Ciudad de México, Mexico",https://www.instagram.com/maars_dental/,https://www.mars-dental.com/,https://www.linkedin.com/in/oscar-garnica-lopez-875895125/?originalSubdomain=mx,,"AMEYALCO 10, Benito Juárez, Ciudad de México, Mexico",19.3882506,-99.1721711,"BENITO JUÁREZ, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1721711 19.3882506),12983,09,014,0001,0399,0901400010399,Urbana,4090,2035,2615.0,3666.0,3305.0,1673.0,0.49,1666.0,1551.0,1466.0,1305.0,1501.0,1606.0,1312.0,1211.0,571.0,9.0,Ciudad de México,14.0,Benito Juárez,7.8838259079,0.3122662478,32.5983279742,5.6773679634,2.8708930878,0.7133115111838516,31.89935356268916,Alto,1150.0
Active,sept.-25,31/09/2025,2025,AP3700-002,Man,Yes,,11/12/2013,"12,10",Odontology,Odontology,RAY,RAYFACE Y RAYIOS 2,2025,FS224B0461H," $ 350 000,00 "," $ 17 073,17 ",14,280," $ 570,00 ",  840 ,840,32," $ 9 000,00 ",,Micro,Micro,42%,1,1,1,2,Yes,Urban,2910,Center,Mexico,Ciudad de México,Benito Juárez,Ciudad de México,"Benito Juárez, Ciudad de México, Mexico",https://www.instagram.com/maars_dental/,https://www.mars-dental.com/,https://www.linkedin.com/in/oscar-garnica-lopez-875895125/?originalSubdomain=mx,,"AMEYALCO 10, Benito Juárez, Ciudad de México, Mexico",19.3882506,-99.1721711,"BENITO JUÁREZ, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1721711 19.3882506),12983,09,014,0001,0399,0901400010399,Urbana,4090,2035,2615.0,3666.0,3305.0,1673.0,0.49,1666.0,1551.0,1466.0,1305.0,1501.0,1606.0,1312.0,1211.0,571.0,9.0,Ciudad de México,14.0,Benito Juárez,7.8838259079,0.3122662478,32.5983279742,5.6773679634,2.8708930878,0.7133115111838516,31.89935356268916,Alto,1150.0
Active,juin-24,30/6/2024,2024,AP3703-001,Man,Yes - Include,0,1/1/2001,"24,01369863",Physiotherapy,Cardiology & Related,BTL ,Radiofrecuencia Selectiva con trolley,2024,04900B004831," $ 316 680,00 "," $ 14 500,00 ",13,260," $ 700,00 ",  780 ,780,, N/A ,,Micro,Micro,60%,0,1,3,4,Yes,Urban,83190,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",,https://www.facebook.com/Rehabile2016?locale=ms_MY,http://www.rehabile.com/?fbclid=IwAR2bLh7lQ_sH4LclU9ArmAMBAzwefsVGM3HHRskU7FkL1iWzeP0jQLDHOr0,,"TABASCO NORTE 31, Hermosillo, Sonora, Mexico",29.1002831,-110.9570716,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9570716 29.1002831),52288,26,030,0001,1873,2603000011873,Urbana,2237,971,1128.0,2055.0,1911.0,792.0,0.51,785.0,747.0,667.0,698.0,636.0,712.0,560.0,380.0,187.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.5489051094890511,23.84214069513304,Alto,
Active,sept.-25,31/09/2025,2025,AP3703-002,Man,Yes,,1/1/2001,"25,05",Physiotherapy,Cardiology & Related,BTL,SIS ,2025,09900B010923," $ 765 600,00 "," $ 37 346,34 ",13,260," $ 700,00 ",  780 ,780,, N/A ,,Micro,Micro,39%,1,1,3,4,Yes,Urban,83190,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",,https://www.facebook.com/Rehabile2016?locale=ms_MY,http://www.rehabile.com/?fbclid=IwAR2bLh7lQ_sH4LclU9ArmAMBAzwefsVGM3HHRskU7FkL1iWzeP0jQLDHOr0,,"TABASCO NORTE 31, Hermosillo, Sonora, Mexico",29.1002831,-110.9570716,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9570716 29.1002831),52288,26,030,0001,1873,2603000011873,Urbana,2237,971,1128.0,2055.0,1911.0,792.0,0.51,785.0,747.0,667.0,698.0,636.0,712.0,560.0,380.0,187.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.5489051094890511,23.84214069513304,Alto,
Active,juin-24,30/6/2024,2024,AP3706-001,Woman,No,0,7/1/2002,"22,99726027",Hyperbaric Medicine,Other,BIOBARICA,REVITALAIR 430,2023,0," $ 893 200,00 "," $ 40 897,44 ",13,260," $ 350,00 ",  780 ,780,16, N/A ,,Micro,Micro,80%,0,1,3,4,No,Semiurban,28100,West-Bajio,Mexico,Colima,Tecomán,Tecoman,"Tecomán, Colima, Mexico",https://www.facebook.com/p/Dr-Arnulfo-Ruiz-Alcaraz-100064016955253/,https://facebook.com/oscarenrique.escaleraordonez/?locale=es_LA,https://www.doctoralia.com.mx/oscar-enrique-escalera-ordones/dentista-odontologo/tecoman,,"AV 20 DE NOVIEMBRE 454, Tecomán, Colima, Mexico",18.9099094,-103.8829577,"TECOMÁN, COLIMA, MEXICO","COLIMA, MEXICO",POINT (-103.8829577 18.9099094),6121,06,009,0001,0501,0600900010501,Urbana,3072,978,1623.0,2477.0,2505.0,817.0,1.04,735.0,554.0,239.0,319.0,178.0,321.0,440.0,58.0,27.0,6.0,Colima,9.0,Tecomán,37.8890598276,5.5372717228,58.9241269197,26.3424760759,24.0309068207,0.6552280985062575,3.678194770595846,Bajo-Alto,
Paid Off,sept.-24,30/9/2024,2024,AP3716-001,Enterprise,No,-,14/7/2022,"2,22",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,LOGIQ P7,2024,LP7370110," $ 754 000,00 "," $ 34 523,81 ",51,1020," $ 800,00 ",  3 060 ,6120,48," $ 8 000,00 ",,Small,Medium,70%,0,3,8,11,No,Urban,55450,Center,Mexico,Ciudad de México,Ecatepec de Morelos,Ecatepec de Morelos,"Ecatepec de Morelos, Ciudad de México, Mexico",https://cepap2000.com.mx/,https://www.facebook.com/CitologiaExfoliativaPapSaDeCv,https://citologiaexfoliativapapsadecv.miadn.mx/,,"AV ADOLFO LOPEZ MATEOS MZ 230 LOTE 19, Ecatepec de Morelos, Ciudad de México, Mexico",19.5100935,-99.0900854,"ECATEPEC DE MORELOS, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.0900854 19.5100935),28861,15,033,0001,1203,1503300011203,Urbana,1381,426,675.0,1199.0,908.0,342.0,0.78,369.0,333.0,284.0,228.0,227.0,282.0,185.0,91.0,88.0,15.0,México,33.0,Ecatepec de Morelos,43.4944553744,5.3442143881,52.3579160696,19.9932962015,8.8427587422,0.5629691409507923,15.668002027726418,Medio-Alto,
Active,juin-24,30/6/2024,2024,AP3734-001,Enterprise,No,0,1/11/2023,"1,167123288",Hyperbaric Medicine,Other,BIOBARICA, REVITALAIR 430 Y CONCETRADOR DE OXIGENO,2024,0," $ 862 576,00 "," $ 39 495,24 ",84,1680," $ 450,00 ",  5 040 ,5040,96, N/A ,,Medium,Medium,30%,0,6,10,16,Yes,Urban,22000,NorthWest,Mexico,Baja California,Tijuana,Tijuana,"Tijuana, Baja California, Mexico",https://www.instagram.com/bellarecoveryhouse/?hl=es,https://www.facebook.com/bellarecoveryhouse/?locale=es_LA,https://www.yelp.com/biz/bella-recovery-house-tijuana,,"HERMENEGILDO GALEANA 8051, Tijuana, Baja California, Mexico",32.487138,-117.065969,"TIJUANA, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-117.065969 32.487138),1499,02,004,0001,1191,0200400011191,Urbana,9544,2938,5129.0,7638.0,7137.0,2760.0,0.97,2702.0,2439.0,1841.0,2010.0,1628.0,2213.0,1145.0,1044.0,821.0,2.0,Baja California,4.0,Tijuana,23.7023626651,1.8559351458,45.6075332604,13.5549648934,13.7805702203,0.6715108667190364,22.767506754873217,Alto,
Active,déc.-24,31/12/2024,2024,AP3742-001,Man,No,-,1/1/2011,"14,01",Imagenology,Radiology & Imaging,CARESTREAM,DRX,2024,"QRAD-23R-11006, H30F115K0220240022"," $ 1 315 578,01 "," $ 60 237,09 ",60,1200," $ 620,00 ",  3 600 ,3600,64," $ 64,00 ",,Small,Small,40%,0,4,9,13,Yes,Urban,31203,NorthWest,Mexico,Chihuahua,Chihuahua,Chihuahua,"Chihuahua, Chihuahua, Mexico",,,,,"AV DIVISION DEL NORTE 402, Chihuahua, Chihuahua, Mexico",28.6525557,-106.0841023,"CHIHUAHUA, CHIHUAHUA, MEXICO","CHIHUAHUA, MEXICO",POINT (-106.0841023 28.6525557),10433,08,019,0001,3198,0801900013198,Urbana,741,321,340.0,663.0,649.0,281.0,0.52,281.0,268.0,245.0,200.0,199.0,228.0,173.0,129.0,56.0,8.0,Chihuahua,19.0,Chihuahua,15.6764975048,0.8743032438,33.7247391036,10.1136919602,6.1221445852,0.5128205128205128,25.71746974042227,Alto,
Active,déc.-24,31/12/2024,2024,AP3743-001,Man,No,-,1/2/2013,"11,92",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,ACTIVE 2TCARDIO,2024,6313506WX0," $ 406 000,00 "," $ 18 589,74 ",15,300," $ 620,00 ",  900 ,900,16," $ 16,00 ",,Micro,Micro,30%,0,1,3,4,Yes,Urban,48380,West-Bajio,Mexico,Jalisco,Puerto Vallarta,Puerto Vallarta,"Puerto Vallarta, Jalisco, Mexico",,,https://mx.linkedin.com/in/miguel-%C3%A1ngel-v%C3%A1zquez-lozada-aba02878,,"MANUEL M DIEGUEZ 360, Puerto Vallarta, Jalisco, Mexico",20.6025075,-105.231875,"PUERTO VALLARTA, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-105.231875 20.6025075),25230,14,067,0001,0251,1406700010251,Urbana,1908,1665,1125.0,1669.0,1273.0,664.0,0.85,639.0,492.0,388.0,285.0,356.0,502.0,390.0,172.0,83.0,14.0,Jalisco,67.0,Puerto Vallarta,35.4288930326,3.2891563137,43.2868308407,16.0677096934,13.632242533,0.6740563211503895,0.0648982097666235,Bajo-Alto,
Active,juin-24,30/6/2024,2024,AP3744-001,Man,No,0,1/1/2020,"5,002739726",Imagenology,Radiology & Imaging,UT,VINNO 5,2024,0," $ 281 700,00 "," $ 12 898,35 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,50%,0,1,2,3,No,Urban,28016,West-Bajio,Mexico,Colima,Colima,Colima,"Colima, Colima, Mexico",,https://www.facebook.com/p/C%C3%ADrculo-M%C3%A9dico-100063906528407/?paipv=0&eav=AfZD0Dwp3Boa4uPGJDrzF6DzgSNlBnTYASBCkCgvDPEyRy0CnTKqpsYHNCVtx-_M4ck&_rdr,,,"Ruben Dario 51, Colima, Colima, Mexico",19.2528431,-103.716096,"COLIMA, COLIMA, MEXICO","COLIMA, MEXICO",POINT (-103.716096 19.2528431),5812,06,002,0001,0322,0600200010322,Urbana,2143,876,1048.0,1905.0,1744.0,729.0,0.61,723.0,646.0,489.0,532.0,496.0,611.0,430.0,292.0,123.0,6.0,Colima,2.0,Colima,24.9614263359,2.2264932963,44.1106257615,17.1684029121,12.6127452766,0.5501312335958005,19.064580722152808,Alto,
Paid Off,sept.-24,30/9/2024,2024,AP3750-001,Man,No,-,21/7/1997,"27,21",Ophthalmology,Ophthalmology,Carl Zeiss,HF860,2024,860-24476HFA3," $ 619 840,20 "," $ 28 380,96 ",17,340," $ 800,00 ",  1 020 ,2040,28," $ 27 000,00 ",,Micro,Small,35%,0,1,4,5,Yes,Urban,87330,NorthEast,Mexico,Tamaulipas,Matamoros,Heroica Matamoros,"Matamoros, Tamaulipas, Mexico",https://www.topdoctors.mx/doctor/edgar-mendez-davila/,,https://www.doctoralia.com.mx/edgar-mendez-davila/oftalmologo/heroica-matamoros,,"Calle Primera 1604, Matamoros, Tamaulipas, Mexico",25.8774855,-97.4994595,"MATAMOROS, TAMAULIPAS, MEXICO","TAMAULIPAS, MEXICO",POINT (-97.4994595 25.8774855),55445,28,022,0001,1175,2802200011175,Urbana,810,444,440.0,729.0,499.0,319.0,0.6,311.0,230.0,219.0,238.0,170.0,218.0,176.0,78.0,42.0,28.0,Tamaulipas,22.0,Matamoros,34.612843795,3.3583887348,38.8234230121,16.4160286115,13.4155510301,0.6035665294924554,10.975713857369474,Medio,
Active,déc.-24,31/12/2024,2024,AP3759-001,Woman,No,-,21/5/2015,"9,62",Ophthalmology,Ophthalmology,MediWorks,FC161,2024,FC161-J202403496-01-00005," $ 134 400,00 "," $ 6 153,85 ",17,340," $ 620,00 ",  1 020 ,1020,28," $ 28,00 ",,Micro,Micro,65%,0,1,1,2,No,Urban,31137,NorthWest,Mexico,Chihuahua,Chihuahua,Chihuahua,"Chihuahua, Chihuahua, Mexico",https://twitter.com/i/flow/login?redirect_after_login=%2Fopticoemmanuel1,https://www.facebook.com/Serv.Opticoemanuel/,https://www.linkedin.com/in/juan-carlos-acosta-marquez-5b824310a/?originalSubdomain=mx,,"Mina Progreso 1701 - C, Chihuahua, Chihuahua, Mexico",28.6368669,-106.076745,"CHIHUAHUA, CHIHUAHUA, MEXICO","CHIHUAHUA, MEXICO",POINT (-106.076745 28.6368669),10442,08,019,0001,3319,0801900013319,Urbana,75,56,41.0,69.0,71.0,28.0,0.61,26.0,19.0,20.0,10.0,15.0,16.0,9.0,6.0,6.0,8.0,Chihuahua,19.0,Chihuahua,15.6764975048,0.8743032438,33.7247391036,10.1136919602,6.1221445852,0.5942028985507246,7.647457612196443,Medio-Bajo,
Active,sept.-24,30/9/2024,2024,AP3762-001,Woman,No,-,12/11/2010,"14,15",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,VIVID IQ STANDARD,2024,6217161WX0," $ 754 000,00 "," $ 34 523,81 ",15,300," $ 620,00 ",  900 ,900,16," $ 16,00 ",,Micro,Micro,40%,0,1,3,4,Yes,Urban,94294,South,Mexico,Veracruz de Ignacio de la Llave,Boca del Río,Boca del RÍo,"Boca del Río, Veracruz de Ignacio de la Llave, Mexico",,https://www.facebook.com/MediMACBocadelRio?mibextid=LQQJ4d,,,"Calzada Lázaro Cárdenas 1728, Boca del Río, Veracruz de Ignacio de la Llave, Mexico",19.160836,-96.1188799,"BOCA DEL RÍO, VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO","VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO",POINT (-96.1188799 19.160836),58113,30,028,0037,0604,3002800370604,Urbana,2140,882,1064.0,1910.0,1663.0,745.0,0.7,727.0,653.0,458.0,346.0,426.0,576.0,465.0,240.0,98.0,30.0,Veracruz de Ignacio de la Llave,28.0,Boca del Río,35.0694762599,4.0003110746,50.5534102304,12.6692504114,14.6893374583,0.5570680628272251,15.45848021573404,Medio-Alto,
Active,déc.-24,31/12/2024,2024,AP3771-001,Man,No,-,1/1/2005,"20,01",Imagenology,Radiology & Imaging,GE,LOGIQ P7,2024,LP7370135," $ 648 440,00 "," $ 29 690,48 ",15,300," $ 520,00 ",  900 ,900,16," $ 16,00 ",,Micro,Micro,35%,2,1,1,2,No,Semiurban,27800,NorthEast,Mexico,Coahuila de Zaragoza,San Pedro,San Pedro,"San Pedro, Coahuila de Zaragoza, Mexico",,https://www.facebook.com/Dr.Rosales.Ginecologo?mibextid=LQQJ4d,,,"González Ortega 160, San Pedro, Coahuila de Zaragoza, Mexico",25.7601528,-102.9846323,"SAN PEDRO, COAHUILA DE ZARAGOZA, MEXICO","COAHUILA DE ZARAGOZA, MEXICO",POINT (-102.9846323 25.7601528),5290,05,033,0001,0038,0503300010038,Urbana,3086,1107,1399.0,2574.0,2249.0,880.0,0.73,860.0,763.0,594.0,525.0,387.0,583.0,657.0,181.0,102.0,5.0,Coahuila de Zaragoza,33.0,San Pedro,41.3823937357,7.0890057504,46.8659814303,29.3148551915,17.8540669547,0.5435120435120435,10.032417151632714,Medio,
